"non,RR",0.26
"non,LR",0.49
"non,asIs",0.76
"non,LSR",1.01
"non,LGBM",4.37
"RS,RR",4.71
"RS,LR",4.72
"RS,LSR",4.75
"RS,SVR",4.98
"RS,LGBM",5.09
"RS,asIs",5.23
"kmeans-1,k1",6.08
"kmeans-3,k1",7.01
"kmeans-5,k1",7.57
"kmeans-3,k3",7.9
"kmeans-5,k3",8.45
"kmeans-5,k5",9.17
"DS,LR",10.15
"DS,RR",10.15
"DS,LSR",10.17
"DS,SVR",10.42
"DS,LGBM",10.52
"DS,asIs",10.68
"DS2,LR",20.18
"DS2,RR",20.18
"DS2,LSR",20.2
"DS2,SVR",20.45
"DS2,LGBM",20.62
"DS2,asIs",20.72
"non,SVR",856.5
