"non,RR",0.27
"non,asIs",0.49
"non,LR",0.59
"non,LSR",2.02
"RS,LR",3.09
"RS,RR",3.1
"RS,LSR",3.2
"RS,SVR",3.23
"RS,asIs",3.32
"kmeans-1,k1",7.89
"kmeans-3,k1",9.43
"kmeans-5,k1",9.93
"kmeans-3,k3",10.48
"kmeans-5,k3",10.98
"DS,LR",11.67
"DS,RR",11.68
"DS,LSR",11.8
"kmeans-5,k5",11.83
"DS,SVR",11.85
"DS,asIs",11.97
"DS2,LR",22.21
"DS2,RR",22.22
"DS2,LSR",22.34
"DS2,SVR",22.37
"DS2,asIs",22.48
"non,SVR",36.77
"DS2,LGBM",38.01
"DS,LGBM",43.21
"RS,LGBM",59.97
"non,LGBM",64.97
