"non,RR",0.38
"non,LSR",0.61
"non,asIs",0.9
"RS,LR",6.34
"RS,RR",6.35
"RS,LSR",6.37
"RS,SVR",6.7
"RS,asIs",7.17
"kmeans-1,k1",8.49
"non,LR",8.79
"kmeans-3,k1",10.04
"kmeans-5,k1",10.8
"kmeans-3,k3",11.22
"kmeans-5,k3",12.02
"kmeans-5,k5",12.97
"DS,LR",16.83
"DS,RR",16.84
"DS,LSR",16.86
"DS,SVR",17.2
"DS,asIs",17.74
"DS2,LR",31.75
"DS2,RR",31.77
"DS2,LSR",31.79
"DS2,SVR",32.07
"DS2,asIs",32.53
"RS,LGBM",61.89
"DS,LGBM",63.9
"DS2,LGBM",89.25
"non,LGBM",324.08
"non,SVR",973.54
