"non,RR",0.13
"non,LR",0.27
"non,LSR",0.31
"non,asIs",0.42
"RS,LR",3.97
"RS,RR",3.97
"RS,LSR",3.98
"RS,SVR",4.07
"RS,asIs",4.33
"kmeans-1,k1",5.95
"kmeans-3,k1",6.94
"kmeans-5,k1",7.51
"kmeans-3,k3",7.75
"kmeans-5,k3",8.31
"kmeans-5,k5",8.97
"DS,LR",12.23
"DS,RR",12.23
"DS,LSR",12.24
"DS,SVR",12.33
"DS,asIs",12.61
"RS,LGBM",16.7
"DS,LGBM",19.85
"non,SVR",20.42
"DS2,LR",23.54
"DS2,RR",23.54
"DS2,LSR",23.55
"DS2,SVR",23.64
"DS2,asIs",23.87
"non,LGBM",24.99
"DS2,LGBM",39.59
