"non,RR",0.31
"non,LR",0.47
"non,asIs",1.24
"non,LSR",1.47
"kmeans-1,k1",19.94
"RS,LR",21.17
"RS,LSR",21.18
"RS,RR",21.18
"RS,asIs",21.93
"RS,SVR",21.97
"RS,LGBM",22.13
"kmeans-3,k1",23.0
"kmeans-5,k1",25.12
"kmeans-3,k3",26.45
"kmeans-5,k3",28.57
"kmeans-5,k5",31.39
"non,LGBM",37.17
"DS,LR",40.39
"DS,LSR",40.39
"DS,RR",40.39
"DS,asIs",41.18
"DS,SVR",41.28
"DS,LGBM",41.49
"DS2,LR",80.09
"DS2,LSR",80.1
"DS2,RR",80.1
"DS2,asIs",80.87
"DS2,SVR",80.96
"DS2,LGBM",81.28
"non,SVR",1580.78
