"non,RR",0.19
"non,LR",0.2
"non,LSR",0.2
"non,asIs",0.28
"RS,LR",4.79
"RS,RR",4.79
"RS,LSR",4.8
"RS,asIs",4.9
"RS,SVR",4.98
"kmeans-1,k1",8.72
"kmeans-3,k1",10.14
"kmeans-5,k1",10.91
"kmeans-3,k3",11.42
"kmeans-5,k3",12.16
"RS,LGBM",12.66
"kmeans-5,k5",13.19
"DS,LR",13.86
"DS,RR",13.86
"DS,LSR",13.87
"DS,asIs",13.97
"DS,SVR",14.05
"DS2,LSR",26.36
"DS2,RR",26.36
"DS2,LR",26.37
"DS2,asIs",26.46
"DS2,SVR",26.54
"DS,LGBM",29.52
"non,SVR",41.58
"DS2,LGBM",49.27
"non,LGBM",64.13
