#
 0,                   DS,LGBM,  0.04,  0.09, *                   |                   
 0,                  non,LGBM,  0.05,  0.09, *                   |                   
 0,                   RS,LGBM,  0.05,  0.08, *                   |                   
 0,                   non,SVR,  0.06,  0.43, *-------            |                   
#
 1,                    DS,SVR,  0.09,  0.38, *------             |                   
 1,                    RS,SVR,  0.11,  0.43, *-------            |                   
 1,               kmeans-5,k1,  0.13,  0.86, *   ------          |                   
 1,               kmeans-1,k1,  0.15,  0.85, *   ----            |                   
#
 2,               kmeans-3,k3,  0.28,  0.84,  *  ---             |                   
 2,                   DS,asIs,  0.30,  0.59,  * ---              |                   
 2,               kmeans-3,k1,  0.31,  1.03,  *  ------          |                   
 2,               kmeans-5,k3,  0.34,  0.93,  *  ---             |                   
 2,               kmeans-5,k5,  0.34,  0.87,  *  ----            |                   
#
 3,                   RS,asIs,  0.36,  0.53,  * ----             |                   
 3,                  non,asIs,  0.38,  0.50,  *----              |                   
#
 4,                    non,RR,  0.43,  0.41, -*----              |                   
 4,                   non,LSR,  0.43,  0.41, -*----              |                   
 4,                     RS,RR,  0.44,  0.38, -*---               |                   
 4,                     DS,LR,  0.44,  0.38, -*---               |                   
 4,                    RS,LSR,  0.45,  0.43, - *--               |                   
 4,                    DS,LSR,  0.46,  0.41, - *---              |                   
 4,                     RS,LR,  0.47,  0.47, - *---              |                   
 4,                    non,LR,  0.47,  0.41, - *---              |                   
 4,                     DS,RR,  0.48,  0.38, - *--               |                   


