"non,asIs",0.29
"RS,asIs",7.87
"RS,mid-leaf",8.5
"RS,LR",11.61
"RS,RR",11.81
"RS,SVR",12.09
"RS,LSR",12.35
"RS,LGBM",13.34
"RS,k1",16.01
"RS,k3",16.76
"RS,k5",17.55
"non,mid-leaf",51.12
"non,RR",57.79
"non,LR",58.1
"non,k1",59.73
"non,k3",60.52
"non,k5",61.34
"non,LSR",61.57
"non,LGBM",114.7
"non,SVR",267.56
"GS,asIs",552.96
"GS,mid-leaf",553.59
"GS,LR",556.69
"GS,RR",556.86
"GS,SVR",557.18
"GS,LSR",557.41
"GS,LGBM",558.43
"GS,k1",561.01
"GS,k3",561.76
"GS,k5",562.57
