"non,asIs",0.5
"RS,asIs",38.16
"RS,mid-leaf",39.94
"RS,RR",40.51
"RS,LSR",40.53
"RS,LR",40.59
"RS,SVR",41.22
"RS,LGBM",43.25
"RS,k1",78.64
"RS,k3",82.03
"RS,k5",85.6
"non,mid-leaf",271.44
"non,RR",272.23
"non,LSR",272.32
"non,LR",272.36
"non,LGBM",302.62
"non,k1",331.91
"non,k3",335.07
"non,k5",338.63
"non,SVR",460.27
"GS,asIs",11817.14
"GS,mid-leaf",11818.73
"GS,RR",11819.31
"GS,LSR",11819.33
"GS,LR",11819.39
"GS,SVR",11820.01
"GS,LGBM",11821.95
"GS,k1",11850.53
"GS,k3",11853.88
"GS,k5",11857.43
