#
 0,                  mid-leaf, -0.87,  1.21,            ----    *|-----              
#
 1,                        k5, -0.57,  1.16,             -----   *  --               
 1,                        k3, -0.50,  1.04,             -----   |* -                
 1,                        k1, -0.41,  0.99,             ------  |*                  
#
 2,                      asIs, -0.17,  1.43,                   - | *   ----          
 2,                      LGBM, -0.00,  0.03,                     |  *                
 2,                        LR,  0.02,  1.04,                  ---|  * --             
