#
 0,                      asIs, -0.19,  0.35,                  --*|--                 
#
 1,                  mid-leaf, -0.01,  6.03,                    *|       ---         
 1,                        k5, -0.00,  5.62,   ---              *|       ---         
 1,                        k1, -0.00,  5.51,  -----              *       ---         
 1,                        k3, -0.00,  5.54,   ----              *       ---         
 1,                      LGBM,  0.00,  0.02,                     *                   
 1,                        LR,  0.02,  0.30,                   - *-                  
