#
 0,                        LR, -0.01,  0.47,             ---  *--|-                  
 0,                        k5, -0.01,  0.72,            ----  *  |---                
 0,                      LGBM,  0.00,  0.09,                 -*  |                   
 0,                        k1,  0.01,  0.40,            ----- * -|---                
 0,                        k3,  0.02,  0.69,            ----  *  |---                
 0,                  mid-leaf,  0.05,  1.32,        -----     *  |-----              
 0,                      asIs,  0.09,  0.96,           ----    * |-----              
