#
 0,                      asIs, -0.57,  0.50,                   *-|-----              
#
 1,                  mid-leaf, -0.22,  0.62,                  - *|-----              
#
 2,                      LGBM,  0.00,  0.03,                     *                   
 2,                        k5,  0.00,  0.14,                -----*---                
 2,                        k3,  0.00,  0.12,                -----*---                
 2,                        k1,  0.00,  0.06,                   --*---                
 2,                        LR,  0.01,  0.61,                 --- *--                 
