#
 0,                  mid-leaf, -0.63,  1.37,      ------      *  |-----              
 0,                        k5, -0.49,  1.44,   ----------      * |---                
 0,                      asIs, -0.49,  0.84,                -  * | ---------         
 0,                        k3, -0.38,  1.33,   -----------      *|---                
 0,                        k1, -0.29,  1.45,   ----------        * --                
#
 1,                      LGBM,  0.00,  0.03,                     |-*                 
 1,                        LR,  0.01,  0.61,                 ----| * ---             
