#
 0,                  non,LGBM,  0.04,  0.06,  * ----             |                   
 0,                   RS,LGBM,  0.04,  0.06, - *---              |                   
 0,                   DS,LGBM,  0.05,  0.06, - * ---             |                   
 0,                     RS,LR,  0.05,  0.05, - * ---             |                   
 0,                     DS,LR,  0.05,  0.06, - * ---             |                   
 0,                    non,LR,  0.05,  0.06, - * ----            |                   
 0,                  non,asIs,  0.06,  0.06, -  *----            |                   
 0,                     DS,RR,  0.06,  0.07, -  * ----           |                   
 0,                   DS,asIs,  0.06,  0.06, -  *---             |                   
 0,                   RS,asIs,  0.06,  0.05, -- *---             |                   
 0,                    RS,LSR,  0.06,  0.08, -- *  ----          |                   
 0,                    non,RR,  0.07,  0.08, -  * -----          |                   
 0,               kmeans-5,k3,  0.07,  0.07, -- * ---            |                   
 0,               kmeans-3,k3,  0.07,  0.07, -  * ---            |                   
 0,               kmeans-5,k5,  0.07,  0.06, -- * ---            |                   
 0,                    DS,LSR,  0.07,  0.09, -- *  -----         |                   
 0,                   non,SVR,  0.07,  0.11, -  *   -----        |                   
 0,                    DS,SVR,  0.07,  0.11, -  *   -----        |                   
 0,                     RS,RR,  0.08,  0.08, -   *-----          |                   
 0,                    RS,SVR,  0.08,  0.11, -   *  -------      |                   
 0,               kmeans-3,k1,  0.08,  0.09, --  * ---           |                   
 0,                   non,LSR,  0.08,  0.09, --  *  ------       |                   
 0,               kmeans-5,k1,  0.08,  0.09, --  *  ---          |                   
 0,               kmeans-1,k1,  0.08,  0.09, --  *  ---          |                   

