#
 0,               kmeans-5,k5,  0.33,  0.48, -  *   -------      |                   
 0,               kmeans-3,k3,  0.33,  0.45, -  *   -------      |                   
#
 1,               kmeans-5,k3,  0.39,  0.49, --  *  -------      |                   
#
 2,               kmeans-3,k1,  0.45,  0.69, --   *    -------   |                   
 2,               kmeans-1,k1,  0.47,  0.79, -    *    --------- |                   
#
 3,               kmeans-5,k1,  0.50,  0.74, --   *    --------  |                   
#
 4,                  non,asIs,  0.68,  0.70,  ---   *    --------|                   
