#
 0,               kmeans-3,k3,  0.61,  0.66,  --  *   -----      |                   
 0,               kmeans-5,k5,  0.62,  0.65,  --  *   ------     |                   
 0,               kmeans-5,k3,  0.63,  0.65,  --  *   ------     |                   
#
 1,               kmeans-5,k1,  0.66,  0.75,  --   *   -------   |                   
#
 2,               kmeans-1,k1,  0.71,  0.83,  --   *    -------  |                   
 2,               kmeans-3,k1,  0.79,  0.80,  ---   *   -------- |                   
 2,                  non,asIs,  0.82,  0.67,  ---   *  -----     |                   
