#
 0,                      asIs, -0.40,  0.45,                -- * |------             
#
 1,                  mid-leaf, -0.22,  0.56,                --- *|------             
#
 2,                        LR, -0.05,  0.69,                ---  * ---               
 2,                      LGBM, -0.01,  0.25,                  -- *-                  
 2,                        k1,  0.00,  0.15,                 ----*----               
 2,                        k3,  0.01,  0.25,                -----*----               
 2,                        k5,  0.01,  0.26,                -----*----               
