"kmeans-1,k1",4.68
"kmeans-3,k1",4.95
"kmeans-3,k3",8.9
"kmeans-5,k1",4.94
"kmeans-5,k3",8.85
"kmeans-5,k5",12.03
"non,asIs",0.15
