"kmeans-1,k1",1.21
"kmeans-3,k1",1.41
"kmeans-3,k3",1.83
"kmeans-5,k1",1.35
"kmeans-5,k3",1.77
"kmeans-5,k5",2.11
"non,asIs",0.03
