"kmeans-1,k1",3.38
"kmeans-3,k1",3.24
"kmeans-3,k3",6.72
"kmeans-5,k1",3.19
"kmeans-5,k3",6.63
"kmeans-5,k5",9.42
"non,asIs",0.23
