#
 0,                     GS,RF, -0.00,  0.04,                -*   |                   
 0,                     RS,RF, -0.00,  0.06,               - *   |                   
 0,                     US,RF, -0.00,  0.04,                -*   |                   
 0,                   GS,LGBM,  0.01,  0.79,             -   * --|                   
 0,                   US,LGBM,  0.04,  0.50,            ---  *---|                   
 0,                     GS,LR, -0.05,  0.81,            --   * --|                   
 0,                     GS,RR, -0.05,  0.81,            --   * --|                   
 0,                     US,LR, -0.06,  0.69,             -- *  --|                   
 0,                     US,RR, -0.06,  0.69,             -- *  --|                   
 0,                     RS,LR, -0.08,  0.64,            --- *  --|-                  
 0,                     RS,RR, -0.08,  0.64,            --- *  --|-                  
 0,                   RS,LGBM, -0.09,  0.64,            --- *  --|                   
