"LGBM,GS",4.1
"LGBM,RS",0.34
"LR,GS",4.01
"LR,RS",0.29
"asIs,GS",3.84
"asIs,RS",0.12
"k1,GS",3.97
"k1,RS",0.26
"k3,GS",3.99
"k3,RS",0.27
"k5,GS",4.0
"k5,RS",0.28
"mid-leaf,GS",3.85
"mid-leaf,RS",0.13
