"asIs,RS",1.61
"mid-leaf,RS",1.93
"k1,RS",3.67
"k3,RS",3.88
"k5,RS",4.1
"LR,RS",4.17
"LGBM,RS",6.12
"asIs,GS",43.45
"mid-leaf,GS",43.76
"k1,GS",45.55
"k3,GS",45.75
"k5,GS",45.97
"LR,GS",46.17
"LGBM,GS",51.06
