"LGBM,GS",20.96
"LGBM,RS",4.69
"LR,GS",20.01
"LR,RS",3.4
"asIs,GS",17.63
"asIs,RS",1.03
"k1,GS",18.82
"k1,RS",2.22
"k3,GS",18.94
"k3,RS",2.34
"k5,GS",19.07
"k5,RS",2.46
"mid-leaf,GS",17.83
"mid-leaf,RS",1.25
