#
 0,                  non,asIs, -0.04,  0.81,       -----   * ----|                   
 0,               kmeans-3,k3, -0.04,  0.92,       ----    * ----|--                 
 0,               kmeans-5,k5, -0.04,  0.80,       -----   * ----|-                  
 0,               kmeans-3,k1, -0.05,  0.70,        ----   * ----|-                  
 0,               kmeans-1,k1, -0.07,  0.83,       ----   *  ----|                   
 0,               kmeans-5,k3, -0.09,  0.78,       -----  * -----|                   
 0,               kmeans-5,k1, -0.09,  0.85,       ----   *  ----|                   


