"kmeans-1,k1",7.17
"kmeans-3,k1",7.19
"kmeans-3,k3",12.5
"kmeans-5,k1",6.92
"kmeans-5,k3",12.14
"kmeans-5,k5",16.41
"non,asIs",0.54
