"kmeans-1,k1",0.57
"kmeans-3,k1",0.64
"kmeans-3,k3",0.75
"kmeans-5,k1",0.63
"kmeans-5,k3",0.75
"kmeans-5,k5",0.84
"non,asIs",0.04
