"non,asIs",0.2
"RS,asIs",8.35
"RS,mid-leaf",9.05
"RS,RR",10.08
"RS,LR",10.12
"RS,LSR",10.25
"RS,SVR",10.29
"RS,LGBM",11.13
"RS,k1",18.05
"RS,k3",18.95
"RS,k5",19.92
"DS,asIs",26.54
"DS,mid-leaf",27.23
"DS,RR",28.28
"DS,LR",28.31
"DS,LSR",28.45
"DS,SVR",28.46
"DS,LGBM",28.9
"DS,k1",35.76
"DS,k3",36.65
"DS,k5",37.6
"non,mid-leaf",58.03
"non,LR",59.93
"non,RR",60.1
"non,LSR",61.84
"non,k1",68.62
"non,k3",69.51
"non,k5",70.47
"non,LGBM",85.3
"kmeans,mid-leaf",108.82
"kmeans,k1",141.84
"kmeans,k3",142.6
"kmeans,k5",144.0
"non,SVR",294.31
