"non,asIs",0.06
"RS,asIs",0.9
"RS,mid-leaf",1.15
"RS,SVR",1.98
"RS,RR",2.03
"RS,LSR",2.05
"RS,LR",2.08
"RS,k1",2.21
"RS,k3",2.33
"RS,k5",2.45
"RS,LGBM",2.63
"DS,asIs",3.16
"DS,mid-leaf",3.38
"DS,SVR",4.21
"DS,RR",4.26
"DS,LSR",4.3
"DS,LR",4.33
"DS,k1",4.44
"DS,k3",4.56
"DS,k5",4.68
"DS,LGBM",4.88
"non,mid-leaf",5.46
"non,RR",6.36
"non,LSR",6.42
"non,LR",6.46
"non,SVR",6.84
"non,k1",6.96
"non,k3",7.05
"non,k5",7.16
"non,LGBM",11.31
"kmeans,mid-leaf",20.47
"kmeans,k1",21.08
"kmeans,k3",21.13
"kmeans,k5",21.22
