"non,asIs",0.06
"RS,asIs",0.96
"RS,mid-leaf",1.16
"RS,k1",2.1
"RS,k3",2.21
"RS,SVR",2.25
"RS,RR",2.26
"RS,LR",2.3
"RS,k5",2.33
"RS,LSR",2.39
"DS,asIs",2.86
"RS,LGBM",2.99
"DS,mid-leaf",3.07
"DS,k1",4.03
"DS,k3",4.13
"DS,SVR",4.19
"DS,RR",4.22
"DS,LR",4.24
"DS,k5",4.26
"DS,LSR",4.29
"DS,LGBM",5.01
"non,mid-leaf",5.19
"non,k1",6.29
"non,RR",6.3
"non,LSR",6.37
"non,k3",6.37
"non,LR",6.38
"non,k5",6.48
"non,SVR",6.9
"non,LGBM",14.21
"kmeans,mid-leaf",17.5
"kmeans,k1",18.02
"kmeans,k3",18.09
"kmeans,k5",18.16
