"non,asIs",0.08
"RS,asIs",1.0
"RS,mid-leaf",1.24
"RS,k1",2.24
"RS,k3",2.36
"RS,k5",2.49
"RS,SVR",2.89
"RS,LR",3.01
"RS,RR",3.01
"RS,LSR",3.06
"DS,asIs",3.17
"DS,mid-leaf",3.39
"RS,LGBM",4.08
"DS,k1",4.39
"DS,k3",4.51
"DS,k5",4.64
"DS,SVR",5.06
"DS,RR",5.16
"DS,LR",5.19
"DS,LSR",5.21
"non,mid-leaf",5.82
"DS,LGBM",6.31
"non,k1",7.27
"non,k3",7.37
"non,k5",7.5
"non,RR",7.62
"non,LR",7.7
"non,LSR",7.72
"non,SVR",8.69
"non,LGBM",17.39
"kmeans,mid-leaf",20.3
"kmeans,k1",20.93
"kmeans,k3",20.99
"kmeans,k5",21.08
