"non,asIs",0.06
"RS,asIs",0.9
"RS,mid-leaf",1.14
"RS,SVR",1.99
"RS,RR",2.05
"RS,LSR",2.07
"RS,LR",2.1
"RS,k1",2.19
"RS,k3",2.31
"RS,k5",2.44
"RS,LGBM",2.59
"DS,asIs",3.16
"DS,mid-leaf",3.38
"DS,SVR",4.24
"DS,RR",4.29
"DS,LSR",4.33
"DS,LR",4.36
"DS,k1",4.43
"DS,k3",4.54
"DS,k5",4.66
"DS,LGBM",4.86
"non,mid-leaf",5.47
"non,RR",6.41
"non,LSR",6.46
"non,LR",6.5
"non,SVR",6.89
"non,k1",7.02
"non,k3",7.11
"non,k5",7.22
"non,LGBM",12.33
"kmeans,mid-leaf",20.63
"kmeans,k1",21.24
"kmeans,k3",21.3
"kmeans,k5",21.39
