"non,asIs",0.29
"RS,asIs",8.45
"RS,mid-leaf",9.22
"RS,RR",11.35
"RS,LR",11.41
"RS,LSR",11.5
"RS,SVR",11.56
"RS,LGBM",15.69
"RS,k1",19.23
"RS,k3",20.17
"RS,k5",21.21
"DS,asIs",29.36
"DS,mid-leaf",30.13
"DS,RR",32.27
"DS,LR",32.36
"DS,LSR",32.46
"DS,SVR",32.5
"DS,LGBM",35.36
"DS,k1",39.46
"DS,k3",40.41
"DS,k5",41.44
"non,mid-leaf",70.11
"non,RR",73.27
"non,LR",73.42
"non,LSR",73.64
"kmeans,mid-leaf",78.68
"non,k1",83.37
"non,k3",84.34
"non,k5",85.48
"kmeans,k1",97.22
"kmeans,k3",97.66
"kmeans,k5",98.61
"non,LGBM",132.05
"non,SVR",137.72
