"DS,LGBM",938.09
"DS,LR",916.02
"DS,LSR",916.04
"DS,RR",915.97
"DS,SVR",937.75
"DS,asIs",903.07
"DS,k1",1226.55
"DS,k3",1257.34
"DS,k5",1289.23
"DS,mid-leaf",914.35
"RS,LGBM",282.86
"RS,LR",262.04
"RS,LSR",262.08
"RS,RR",262.03
"RS,SVR",284.11
"RS,asIs",249.06
"RS,k1",591.67
"RS,k3",622.67
"RS,k5",654.62
"RS,mid-leaf",260.42
"non,LGBM",2903.8
"non,LR",2586.86
"non,LSR",2582.69
"non,RR",2579.65
"non,SVR",10151.98
"non,asIs",3.27
"non,k1",2924.38
"non,k3",2953.24
"non,k5",2985.01
"non,mid-leaf",2574.91
