"non,asIs",0.06
"RS,asIs",0.88
"RS,mid-leaf",1.12
"RS,SVR",1.94
"RS,RR",1.99
"RS,LSR",2.02
"RS,LR",2.05
"RS,k1",2.16
"RS,k3",2.27
"RS,k5",2.39
"RS,LGBM",2.56
"DS,asIs",3.16
"DS,mid-leaf",3.38
"DS,SVR",4.21
"DS,RR",4.27
"DS,LSR",4.3
"DS,LR",4.33
"DS,k1",4.42
"DS,k3",4.53
"DS,k5",4.65
"DS,LGBM",4.82
"non,mid-leaf",5.42
"non,RR",6.32
"non,LSR",6.37
"non,LR",6.41
"non,SVR",6.82
"non,k1",6.99
"non,k3",7.09
"non,k5",7.2
"non,LGBM",10.95
"kmeans,mid-leaf",21.5
"kmeans,k1",22.16
"kmeans,k3",22.21
"kmeans,k5",22.31
