"non,asIs",0.08
"RS,asIs",1.01
"RS,mid-leaf",1.26
"RS,k1",2.27
"RS,k3",2.38
"RS,k5",2.52
"RS,SVR",2.94
"RS,RR",3.08
"RS,LR",3.09
"RS,LSR",3.13
"DS,asIs",3.3
"DS,mid-leaf",3.52
"RS,LGBM",4.1
"DS,k1",4.53
"DS,k3",4.65
"DS,k5",4.78
"DS,SVR",5.23
"DS,RR",5.35
"DS,LR",5.39
"DS,LSR",5.42
"non,mid-leaf",5.9
"DS,LGBM",6.68
"non,k1",7.5
"non,k3",7.6
"non,k5",7.72
"non,RR",7.76
"non,LR",7.84
"non,LSR",7.88
"non,SVR",8.79
"non,LGBM",17.14
"kmeans,mid-leaf",19.9
"kmeans,k1",20.52
"kmeans,k3",20.58
"kmeans,k5",20.67
