"non,asIs",0.23
"RS,asIs",1.77
"RS,mid-leaf",2.07
"RS,k1",2.97
"RS,k3",3.14
"RS,k5",3.3
"DS,asIs",4.35
"DS,mid-leaf",4.65
"DS,k1",5.57
"DS,k3",5.74
"DS,k5",5.9
"non,mid-leaf",8.34
"RS,LR",10.95
"non,k1",11.04
"non,k3",11.18
"non,k5",11.38
"RS,LGBM",11.63
"RS,RR",11.89
"RS,SVR",12.24
"DS,LR",13.81
"DS,RR",14.77
"RS,LSR",14.78
"DS,SVR",15.09
"DS,LGBM",15.1
"DS,LSR",18.46
"non,LR",19.62
"non,RR",20.13
"non,SVR",21.51
"non,LSR",29.44
"kmeans,k1",36.56
"kmeans,k3",36.76
"kmeans,k5",36.97
"non,LGBM",47.92
