"non,asIs",0.49
"RS,asIs",26.59
"RS,mid-leaf",28.08
"kmeans,k1",28.41
"RS,RR",28.77
"RS,LSR",28.78
"RS,LR",28.86
"RS,SVR",29.24
"kmeans,k3",30.99
"RS,LGBM",31.3
"kmeans,k5",33.73
"RS,k1",57.4
"RS,k3",59.98
"RS,k5",62.74
"DS,asIs",77.21
"DS,mid-leaf",78.52
"DS,RR",79.2
"DS,LSR",79.22
"DS,LR",79.3
"DS,SVR",79.67
"DS,LGBM",81.96
"DS,k1",104.81
"DS,k3",107.41
"DS,k5",110.22
"non,mid-leaf",200.6
"non,RR",201.51
"non,LSR",201.56
"non,LR",201.59
"non,LGBM",230.69
"non,k1",242.78
"non,k3",244.61
"non,k5",247.25
"non,SVR",316.47
