"non,asIs",0.32
"RS,asIs",8.63
"RS,mid-leaf",9.45
"RS,RR",11.18
"RS,LSR",11.2
"RS,LR",11.21
"RS,SVR",11.29
"RS,LGBM",12.35
"RS,k1",20.49
"RS,k3",21.48
"kmeans,k1",21.78
"RS,k5",22.54
"kmeans,k3",22.79
"kmeans,k5",23.89
"DS,asIs",27.68
"DS,mid-leaf",28.43
"DS,RR",30.13
"DS,LSR",30.19
"DS,LR",30.2
"DS,SVR",30.29
"DS,LGBM",31.85
"DS,k1",37.54
"DS,k3",38.53
"DS,k5",39.58
"non,mid-leaf",66.21
"non,RR",67.91
"non,LSR",68.03
"non,LR",68.08
"non,k1",81.27
"non,k3",81.87
"non,k5",82.92
"non,SVR",106.93
"non,LGBM",111.66
