"non,asIs",0.12
"RS,asIs",1.54
"RS,mid-leaf",1.84
"RS,SVR",3.35
"RS,RR",3.45
"RS,LR",3.5
"RS,LSR",3.52
"RS,k1",3.53
"RS,LGBM",3.66
"RS,k3",3.71
"RS,k5",3.93
"DS,asIs",5.74
"DS,mid-leaf",6.0
"DS,SVR",7.5
"DS,RR",7.6
"DS,LR",7.66
"DS,LSR",7.67
"DS,k1",7.69
"DS,k3",7.87
"DS,LGBM",7.97
"DS,k5",8.08
"non,mid-leaf",9.33
"non,RR",10.95
"non,LSR",11.02
"non,LR",11.05
"non,SVR",11.8
"non,k1",12.51
"non,k3",12.59
"non,k5",12.79
"non,LGBM",16.44
"kmeans,k1",21.15
"kmeans,k3",21.34
"kmeans,k5",21.55
