"non,asIs",0.09
"RS,asIs",1.0
"RS,mid-leaf",1.25
"RS,k1",2.28
"RS,k3",2.4
"RS,k5",2.53
"RS,SVR",2.88
"RS,RR",3.03
"RS,LSR",3.04
"RS,LR",3.06
"DS,asIs",3.26
"DS,mid-leaf",3.5
"RS,LGBM",4.16
"DS,k1",4.53
"DS,k3",4.65
"DS,k5",4.78
"DS,SVR",5.14
"DS,RR",5.23
"DS,LR",5.26
"DS,LSR",5.31
"non,mid-leaf",5.83
"DS,LGBM",6.95
"non,RR",7.59
"non,k1",7.61
"non,k3",7.67
"non,LR",7.69
"non,LSR",7.69
"non,k5",7.79
"non,SVR",8.62
"kmeans,k1",11.24
"kmeans,k3",11.36
"kmeans,k5",11.49
"non,LGBM",18.49
