"non,asIs",0.11
"RS,asIs",1.44
"RS,mid-leaf",1.75
"RS,SVR",3.33
"RS,k1",3.36
"RS,RR",3.39
"RS,LR",3.41
"RS,LSR",3.44
"RS,k3",3.55
"RS,k5",3.74
"RS,LGBM",4.52
"DS,asIs",5.09
"DS,mid-leaf",5.38
"DS,SVR",6.98
"DS,k1",7.0
"DS,RR",7.05
"DS,LR",7.08
"DS,LSR",7.09
"DS,k3",7.18
"DS,k5",7.38
"DS,LGBM",8.15
"non,mid-leaf",8.81
"non,RR",10.5
"non,LSR",10.55
"non,LR",10.59
"non,SVR",11.43
"non,k1",11.55
"non,k3",11.69
"non,k5",11.86
"kmeans,k1",13.75
"kmeans,k3",13.94
"kmeans,k5",14.14
"non,LGBM",25.12
