"non,asIs",1.85
"kmeans,k1",79.01
"kmeans,k3",87.77
"RS,asIs",91.4
"RS,mid-leaf",96.2
"kmeans,k5",97.15
"RS,RR",98.35
"RS,LR",98.41
"RS,LSR",98.48
"RS,SVR",101.78
"RS,k1",197.07
"RS,k3",206.02
"RS,k5",215.49
"DS,asIs",251.88
"DS,mid-leaf",256.16
"DS,RR",258.27
"DS,LR",258.31
"DS,LSR",258.37
"DS,SVR",261.66
"DS,k1",339.41
"DS,k3",348.14
"DS,k5",357.65
"RS,LGBM",639.28
"non,mid-leaf",701.03
"non,RR",703.35
"non,LSR",703.49
"non,LR",705.12
"DS,LGBM",761.7
"non,k1",845.76
"non,k3",852.42
"non,k5",861.69
"non,SVR",1528.08
"non,LGBM",2862.15
